Cust No,Customer,Program,Status,Company Code,System Up Time,Running Time,Memory (KB),Create Date,Priority,Reference No
ALL190,ALL FAB PRECISION SHEETMETAL-CA,ZENENGNSVC,Running,,10d:11h:19m:42s,10d:11h:19m:07s,4194303.99902344,9/26/2023 1:40:27 PM,Low,
ALL370,"ALLIANCE MANUFACTURING, INC.",GSS.SYSTEMINTEGRITYSERVICE,Running,,,07d:18h:27m:50s,17304,9/26/2023 1:47:09 PM,Medium,
ALL370,"ALLIANCE MANUFACTURING, INC.",GSSCOURIER,Running,,,07d:18h:25m:49s,29156,9/26/2023 1:47:11 PM,Medium,
ALL370,"ALLIANCE MANUFACTURING, INC.",ONLINE UPDATE,Running,AMI,,06d:06h:02m:22s,106484,9/26/2023 1:42:57 PM,High,
ALL370,"ALLIANCE MANUFACTURING, INC.",WS_DBACCESS,Running,,,07d:18h:25m:47s,59232,9/26/2023 1:47:13 PM,High,
ALL370,"ALLIANCE MANUFACTURING, INC.",ZENENGNSVC,Running,,07d:18h:28m:14s,07d:18h:27m:47s,4194303.99902344,9/26/2023 1:47:07 PM,Low,
ALP130,"ALPHA INFRASTRUCTURE PARTNERS, LLC",GSS.SYSTEMINTEGRITYSERVICE,Running,,,10d:11h:19m:52s,18416,9/26/2023 1:40:40 PM,Medium,
ALP130,"ALPHA INFRASTRUCTURE PARTNERS, LLC",ONLINE UPDATE,Running,A10,,,,9/26/2023 1:40:49 PM,High,
ALP130,"ALPHA INFRASTRUCTURE PARTNERS, LLC",ONLINE UPDATE,Running,AIP,,10d:11h:17m:54s,55900,9/26/2023 1:40:51 PM,High,
ALP130,"ALPHA INFRASTRUCTURE PARTNERS, LLC",ZENENGNSVC,Running,,10d:11h:20m:23s,10d:11h:19m:50s,4194303.99902344,9/26/2023 1:40:38 PM,Low,
AME920,AMERAFLEX SEALING PRODUCTS,GSS.SYSTEMINTEGRITYSERVICE,Running,,,10d:11h:27m:40s,15712,9/26/2023 1:49:46 PM,Medium,
AME920,AMERAFLEX SEALING PRODUCTS,GSSCOURIER,Running,,,10d:11h:25m:33s,28400,9/26/2023 1:49:48 PM,Medium,
AME920,AMERAFLEX SEALING PRODUCTS,NTDBSMGR64,Running,,10d:11h:28m:05s,10d:11h:27m:38s,4194303.99902344,9/26/2023 1:49:44 PM,Low,
AME920,AMERAFLEX SEALING PRODUCTS,ONLINE UPDATE,Running,ASP,,00d:03h:20m:03s,189316,9/26/2023 1:43:49 PM,High,
AND120,ANDERSON EXPRESS,GSSCOURIER,Running,,,10d:11h:17m:07s,32716,9/26/2023 1:40:04 PM,Medium,
AND120,ANDERSON EXPRESS,ONLINE UPDATE,Running,AES,,10d:11h:18m:20s,119644,9/26/2023 1:42:34 PM,High,
AND120,ANDERSON EXPRESS,ZENENGNSVC,Running,,10d:11h:20m:27s,10d:11h:19m:59s,4194303.99902344,9/26/2023 1:40:02 PM,Low,
APP040,APPLIED PLASTICS MACHINING,GSS.SYSTEMINTEGRITYSERVICE,Running,,,03d:11h:10m:36s,15204,9/26/2023 1:32:15 PM,Medium,
APP040,APPLIED PLASTICS MACHINING,GSSCOURIER,Running,,,03d:11h:08m:25s,25936,9/26/2023 1:32:17 PM,Medium,
APP040,APPLIED PLASTICS MACHINING,ONLINE UPDATE,Running,APM,,03d:11h:26m:41s,85712,9/26/2023 1:50:18 PM,High,
APP040,APPLIED PLASTICS MACHINING,ZENENGNSVC,Running,,03d:11h:11m:07s,03d:11h:10m:33s,4194303.99902344,9/26/2023 1:32:13 PM,Low,
AQU040,"AQUA METALS, INC.",GSS.SYSTEMINTEGRITYSERVICE,Running,,,03d:11h:13m:32s,14972,9/26/2023 1:34:44 PM,Medium,
AQU040,"AQUA METALS, INC.",GSSCOURIER,Running,,,03d:11h:11m:09s,23388,9/26/2023 1:34:46 PM,Medium,
AQU040,"AQUA METALS, INC.",NTDBSMGR64,Running,,03d:11h:14m:01s,03d:11h:13m:30s,4194303.99902344,9/26/2023 1:34:42 PM,Low,
AQU040,"AQUA METALS, INC.",ONLINE UPDATE,Running,AMI,,03d:11h:26m:47s,49636,9/26/2023 1:50:00 PM,High,
AQU040,"AQUA METALS, INC.",SLICENSE,Running,,,03d:11h:13m:36s,4268,9/26/2023 1:34:48 PM,Low,
ARC220,"ARCHITECTURAL BLOMBERG, LLC",GSS.SYSTEMINTEGRITYSERVICE,Running,,,05d:03h:42m:04s,17316,9/26/2023 1:17:50 PM,Medium,
ARC220,"ARCHITECTURAL BLOMBERG, LLC",GSSCOURIER,Running,,,05d:03h:42m:06s,28544,9/26/2023 1:17:52 PM,Medium,
ARC220,"ARCHITECTURAL BLOMBERG, LLC",ZENENGNSVC,Running,,45d:10h:43m:19s,45d:10h:42m:53s,4194303.99902344,9/26/2023 1:17:48 PM,Low,
ARG010,ARGOSY CONSOLE,GSS.SYSTEMINTEGRITYSERVICE,Running,,,10d:11h:19m:28s,16260,9/26/2023 1:43:09 PM,Medium,
ARG010,ARGOSY CONSOLE,ONLINE UPDATE,Running,ARG,,00d:02h:55m:41s,194324,9/26/2023 1:45:41 PM,High,
ARG010,ARGOSY CONSOLE,ZENENGNSVC,Running,,10d:11h:20m:03s,10d:11h:19m:26s,4194303.99902344,9/26/2023 1:43:07 PM,Low,
ARO010,"AROBOTECH SYSTEMS, INC.",NTDBSMGR64,Running,,02d:18h:07m:14s,02d:18h:06m:32s,4194303.99902344,9/26/2023 1:08:49 PM,Low,
ARO010,"AROBOTECH SYSTEMS, INC.",ONLINE UPDATE,Running,ARD,,00d:06h:19m:00s,157652,9/26/2023 1:37:37 PM,High,
ARO010,"AROBOTECH SYSTEMS, INC.",ONLINE UPDATE,Running,ARO,,00d:06h:18m:26s,186132,9/26/2023 1:37:39 PM,High,
ARO010,"AROBOTECH SYSTEMS, INC.",SLICENSE,Running,,,02d:18h:06m:34s,4144,9/26/2023 1:08:51 PM,Low,
AUS010,AUSTRALIAN JOINERY PRODUCTS,GSS.SYSTEMINTEGRITYSERVICE,Running,,,25d:21h:05m:13s,16308,9/26/2023 1:30:27 PM,Medium,
AUS010,AUSTRALIAN JOINERY PRODUCTS,GSSCOURIER,Running,,,25d:21h:05m:15s,29760,9/26/2023 1:30:29 PM,Medium,
AUS010,AUSTRALIAN JOINERY PRODUCTS,ONLINE UPDATE,Running,AUS,,25d:21h:10m:01s,93272,9/26/2023 1:38:04 PM,High,
AUS010,AUSTRALIAN JOINERY PRODUCTS,ZENENGNSVC,Running,,25d:21h:05m:42s,25d:21h:03m:43s,4194303.99902344,9/26/2023 1:30:25 PM,Low,
AUS020,AUSTRALIAN PROFESSIONAL GALVANIZING LTD,GSS.SYSTEMINTEGRITYSERVICE,Running,,,09d:06h:34m:53s,17392,9/26/2023 1:49:23 PM,Medium,
AUS020,AUSTRALIAN PROFESSIONAL GALVANIZING LTD,GSSCOURIER,Running,,,09d:06h:34m:55s,27508,9/26/2023 1:49:25 PM,Medium,
AUS020,AUSTRALIAN PROFESSIONAL GALVANIZING LTD,ZENENGNSVC,Running,,10d:11h:28m:24s,06d:21h:20m:40s,4194303.99902344,9/26/2023 1:49:21 PM,Low,
AUT140,AUTOMATION ENGINEERING CO. LLC,GSS.SYSTEMINTEGRITYSERVICE,Running,,,10d:11h:27m:30s,15292,9/26/2023 1:47:14 PM,Medium,
AUT140,AUTOMATION ENGINEERING CO. LLC,GSSCOURIER,Running,,,10d:11h:25m:27s,26992,9/26/2023 1:47:16 PM,Medium,
AUT140,AUTOMATION ENGINEERING CO. LLC,ONLINE UPDATE,Running,AEC,,10d:11h:19m:36s,71476,9/26/2023 1:41:15 PM,High,
AUT140,AUTOMATION ENGINEERING CO. LLC,ZENENGNSVC,Running,,10d:11h:28m:00s,10d:11h:27m:28s,4194303.99902344,9/26/2023 1:47:12 PM,Low,
AVI010,L2 AVIATION,GSSCOURIER,Running,,,09d:05h:15m:53s,28224,9/26/2023 1:31:48 PM,Medium,
AVI010,L2 AVIATION,ONLINE UPDATE,Running,L2A,,09d:05h:33m:30s,114200,9/26/2023 1:48:40 PM,High,
AVI010,L2 AVIATION,ZENENGNSVC,Running,,09d:05h:18m:35s,09d:05h:18m:08s,4194303.99902344,9/26/2023 1:31:46 PM,Low,
AXI010,"AXIS COMPANY, LLC",GSS.SYSTEMINTEGRITYSERVICE,Running,,,10d:11h:27m:53s,16148,9/26/2023 1:49:48 PM,Medium,
AXI010,"AXIS COMPANY, LLC",GSSCOURIER,Running,,,10d:11h:25m:51s,32780,9/26/2023 1:49:50 PM,Medium,
AXI010,"AXIS COMPANY, LLC",NTDBSMGR64,Running,,10d:11h:28m:23s,10d:11h:27m:51s,4194303.99902344,9/26/2023 1:49:46 PM,Low,
AXI010,"AXIS COMPANY, LLC",ONLINE UPDATE,Running,AXI,,10d:11h:20m:52s,76488,9/26/2023 1:44:12 PM,High,
BCS010,BC STEEL BUILDINGS,GSS.SYSTEMINTEGRITYSERVICE,Running,,,03d:11h:08m:03s,16364,9/26/2023 1:30:10 PM,Medium,
BCS010,BC STEEL BUILDINGS,ONLINE UPDATE,Running,BCS,,03d:11h:27m:13s,97412,9/26/2023 1:51:00 PM,High,
BCS010,BC STEEL BUILDINGS,ZENENGNSVC,Running,,03d:11h:08m:35s,03d:11h:08m:00s,4194303.99902344,9/26/2023 1:30:08 PM,Low,
BDI010,B & D INDUSTRIAL,GSS.SYSTEMINTEGRITYSERVICE,Running,,,10d:11h:21m:17s,15108,9/26/2023 1:41:47 PM,Medium,
BDI010,B & D INDUSTRIAL,ONLINE UPDATE,Running,BDS,,10d:11h:18m:43s,71968,9/26/2023 1:41:05 PM,High,
BDI010,B & D INDUSTRIAL,ONLINE UPDATE,Running,WMW,,10d:11h:17m:35s,55632,9/26/2023 1:41:03 PM,High,
BDI010,B & D INDUSTRIAL,ZENENGNSVC,Running,,10d:11h:21m:46s,10d:11h:21m:15s,4194303.99902344,9/26/2023 1:41:45 PM,Low,
BEA020,"BEANSTALK COLLABORATIVE COMMUNITY WEALTH, LLC",GSS.SYSTEMINTEGRITYSERVICE,Running,,,04d:15h:16m:47s,18428,9/26/2023 1:46:17 PM,Medium,
BEA020,"BEANSTALK COLLABORATIVE COMMUNITY WEALTH, LLC",ONLINE UPDATE,Running,BCC,,08d:06h:39m:42s,83284,9/26/2023 1:43:17 PM,High,
BEA020,"BEANSTALK COLLABORATIVE COMMUNITY WEALTH, LLC",ZENENGNSVC,Running,,10d:11h:19m:58s,10d:11h:19m:21s,4194303.99902344,9/26/2023 1:46:15 PM,Low,
BER070,"BERNTSEN INTERNATIONAL, INC.",GSS.SYSTEMINTEGRITYSERVICE,Running,,,03d:11h:07m:47s,16120,9/26/2023 1:34:40 PM,Medium,
BER070,"BERNTSEN INTERNATIONAL, INC.",ONLINE UPDATE,Running,BER,,03d:04h:46m:00s,116768,9/26/2023 1:39:48 PM,High,
BER070,"BERNTSEN INTERNATIONAL, INC.",ZENENGNSVC,Running,,03d:11h:08m:18s,03d:11h:07m:45s,4194303.99902344,9/26/2023 1:34:37 PM,Low,
BER080,IMPACT CONVERTING SYSTEMS & SOLUTIONS,GSS.SYSTEMINTEGRITYSERVICE,Running,,,03d:11h:05m:41s,16152,9/26/2023 1:35:12 PM,Medium,
BER080,IMPACT CONVERTING SYSTEMS & SOLUTIONS,ONLINE UPDATE,Running,BRD,,03d:11h:14m:32s,104380,9/26/2023 1:45:01 PM,High,
BER080,IMPACT CONVERTING SYSTEMS & SOLUTIONS,ONLINE UPDATE,Running,FLX,,03d:11h:14m:20s,97444,9/26/2023 1:44:58 PM,High,
BER080,IMPACT CONVERTING SYSTEMS & SOLUTIONS,ONLINE UPDATE,Running,MRD,,03d:11h:13m:18s,122700,9/26/2023 1:44:56 PM,High,
BER080,IMPACT CONVERTING SYSTEMS & SOLUTIONS,ONLINE UPDATE,Running,SRD,,03d:11h:12m:52s,94312,9/26/2023 1:44:54 PM,High,
BER080,IMPACT CONVERTING SYSTEMS & SOLUTIONS,ZENENGNSVC,Running,,03d:11h:08m:23s,03d:11h:07m:51s,4194303.99902344,9/26/2023 1:35:10 PM,Low,
BET030,BETTS INDUSTRIES INC,GSS.SYSTEMINTEGRITYSERVICE,Running,,,01d:06h:05m:42s,13600,9/26/2023 1:24:52 PM,Medium,
BET030,BETTS INDUSTRIES INC,GSSCOURIER,Running,,,01d:06h:03m:03s,17432,9/26/2023 1:24:54 PM,Medium,
BET030,BETTS INDUSTRIES INC,NTDBSMGR64,Running,,01d:06h:08m:43s,01d:06h:05m:39s,4194303.99902344,9/26/2023 1:24:50 PM,Low,
BET030,BETTS INDUSTRIES INC,ONLINE UPDATE,NotRunning,BET,,00d:00h:00m:00s,-0.0009765625,9/26/2023 1:51:53 PM,High,
BIR010,BIRMINGHAM SPECIALITIES LTD,GSS.SYSTEMINTEGRITYSERVICE,Running,,,45d:16h:43m:29s,12220,9/26/2023 1:21:07 PM,Medium,
BIR010,BIRMINGHAM SPECIALITIES LTD,GSSCOURIER,Running,,,00d:00h:21m:03s,19344,9/26/2023 1:21:09 PM,Medium,
BIR010,BIRMINGHAM SPECIALITIES LTD,ONLINE UPDATE,Running,BSL,,15d:10h:27m:51s,110732,9/26/2023 1:52:08 PM,High,
BIR010,BIRMINGHAM SPECIALITIES LTD,ZENENGNSVC,Running,,45d:16h:43m:52s,45d:16h:43m:27s,4194303.99902344,9/26/2023 1:21:05 PM,Low,
BIS020,BiSN,GSS.SYSTEMINTEGRITYSERVICE,Running,,,03d:11h:10m:27s,15704,9/26/2023 1:30:30 PM,Medium,
BIS020,BiSN,GSSCOURIER,Running,,,03d:11h:08m:24s,22268,9/26/2023 1:30:32 PM,Medium,
BIS020,BiSN,ONLINE UPDATE,Running,BSN,,03d:11h:27m:03s,71488,9/26/2023 1:48:34 PM,High,
BIS020,BiSN,ZENENGNSVC,Running,,03d:11h:10m:59s,03d:11h:10m:25s,4194303.99902344,9/26/2023 1:30:28 PM,Low,
BLA060,BLACK DIAMOND OILFIELD RENTALS LLC,GSS.SYSTEMINTEGRITYSERVICE,Running,,,03d:11h:07m:51s,14844,9/26/2023 1:29:39 PM,Medium,
BLA060,BLACK DIAMOND OILFIELD RENTALS LLC,ZENENGNSVC,Running,,03d:11h:08m:27s,03d:11h:07m:49s,4194303.99902344,9/26/2023 1:29:37 PM,Low,
BOX010,BOXPREFAB,GSS.SYSTEMINTEGRITYSERVICE,Running,,,03d:11h:11m:03s,14744,9/26/2023 1:43:35 PM,Medium,
BOX010,BOXPREFAB,GSSCOURIER,Running,,,03d:11h:08m:41s,19524,9/26/2023 1:43:37 PM,Medium,
BOX010,BOXPREFAB,ONLINE UPDATE,Running,BPF,,03d:11h:12m:21s,59164,9/26/2023 1:46:58 PM,High,
BOX010,BOXPREFAB,ZENENGNSVC,Running,,03d:11h:11m:34s,03d:11h:11m:00s,3601540,9/26/2023 1:43:33 PM,Low,
BOY020,"BOYCE HIGHLANDS, INC.",GSS.SYSTEMINTEGRITYSERVICE,Running,,,10d:11h:27m:54s,16664,9/26/2023 1:49:43 PM,Medium,
BOY020,"BOYCE HIGHLANDS, INC.",GSSCOURIER,Running,,,10d:11h:25m:32s,24004,9/26/2023 1:49:45 PM,Medium,
BOY020,"BOYCE HIGHLANDS, INC.",ONLINE UPDATE,Running,BYH,,05d:22h:35m:28s,156784,9/26/2023 1:40:43 PM,High,
BOY020,"BOYCE HIGHLANDS, INC.",ONLINE UPDATE,Running,HIH,,05d:22h:36m:02s,166188,9/26/2023 1:40:45 PM,High,
BOY020,"BOYCE HIGHLANDS, INC.",ONLINE UPDATE,Running,TBH,,05d:22h:35m:21s,158040,9/26/2023 1:40:47 PM,High,
BOY020,"BOYCE HIGHLANDS, INC.",ONLINE UPDATE,Running,THH,,05d:22h:35m:08s,157520,9/26/2023 1:40:49 PM,High,
BOY020,"BOYCE HIGHLANDS, INC.",ZENENGNSVC,Running,,10d:11h:28m:27s,10d:11h:27m:52s,4194303.99902344,9/26/2023 1:49:41 PM,Low,
BRA030,BRAUN BRUSH CO.,GSS.SYSTEMINTEGRITYSERVICE,Running,,,03d:11h:10m:25s,15816,9/26/2023 1:31:04 PM,Medium,
BRA030,BRAUN BRUSH CO.,GSSCOURIER,Running,,,03d:11h:08m:22s,27812,9/26/2023 1:31:06 PM,Medium,
BRA030,BRAUN BRUSH CO.,ONLINE UPDATE,Running,BBR,,03d:11h:26m:53s,87536,9/26/2023 1:49:06 PM,High,
BRA030,BRAUN BRUSH CO.,ZENENGNSVC,Running,,03d:11h:10m:55s,03d:11h:10m:23s,4194303.99902344,9/26/2023 1:31:02 PM,Low,
BRE020,BREWER JOINERY LTD,GSS.SYSTEMINTEGRITYSERVICE,Running,,,03d:12h:10m:26s,15352,9/26/2023 1:31:40 PM,Medium,
BRE020,BREWER JOINERY LTD,GSSCOURIER,Running,,,03d:12h:08m:22s,28092,9/26/2023 1:31:42 PM,Medium,
BRE020,BREWER JOINERY LTD,ONLINE UPDATE,Running,BRE,,03d:04h:48m:59s,107484,9/26/2023 1:49:43 PM,High,
BRE020,BREWER JOINERY LTD,ZENENGNSVC,Running,,03d:11h:11m:00s,03d:12h:10m:24s,4194303.99902344,9/26/2023 1:31:38 PM,Low,
BRU040,BRUCKMAN RUBBER COMPANY,GSS.SYSTEMINTEGRITYSERVICE,Running,,,10d:11h:28m:06s,16052,9/26/2023 1:51:24 PM,Medium,
BRU040,BRUCKMAN RUBBER COMPANY,ONLINE UPDATE,Running,BRU,,10d:11h:20m:44s,93716,9/26/2023 1:45:45 PM,High,
BRU040,BRUCKMAN RUBBER COMPANY,SLICENSE,Running,,,10d:11h:28m:08s,5432,9/26/2023 1:51:26 PM,Low,
BRU040,BRUCKMAN RUBBER COMPANY,ZENENGNSVC,Running,,10d:11h:28m:37s,10d:11h:28m:03s,4194303.99902344,9/26/2023 1:51:22 PM,Low,
BRU050,BRUSHY CREEK CUSTOM DOORS,GSS.SYSTEMINTEGRITYSERVICE,Running,,,10d:11h:28m:14s,16112,9/26/2023 1:48:54 PM,Medium,
BRU050,BRUSHY CREEK CUSTOM DOORS,GSSCOURIER,Running,,,10d:11h:26m:10s,22004,9/26/2023 1:48:56 PM,Medium,
BRU050,BRUSHY CREEK CUSTOM DOORS,ONLINE UPDATE,Running,BCC,,06d:23h:18m:58s,161348,9/26/2023 1:41:20 PM,High,
BRU050,BRUSHY CREEK CUSTOM DOORS,ZENENGNSVC,Running,,10d:11h:28m:46s,10d:11h:28m:12s,4194303.99902344,9/26/2023 1:48:52 PM,Low,
BSP010,BSP FILING SOLUTIONS,GSS.SYSTEMINTEGRITYSERVICE,Running,,,10d:11h:19m:15s,8088,9/26/2023 1:40:14 PM,Medium,
BSP010,BSP FILING SOLUTIONS,ONLINE UPDATE,Running,BSP,,07d:05h:57m:54s,209388,9/26/2023 1:42:47 PM,High,
BSP010,BSP FILING SOLUTIONS,ZENENGNSVC,Running,,10d:11h:19m:45s,10d:11h:19m:12s,4194303.99902344,9/26/2023 1:40:12 PM,Low,
BSY010,B5 SYSTEMS,GSS.SYSTEMINTEGRITYSERVICE,Running,,,10d:11h:20m:17s,15628,9/26/2023 1:49:01 PM,Medium,
BSY010,B5 SYSTEMS,ONLINE UPDATE,Running,BSY,,10d:11h:06m:36s,91260,9/26/2023 1:37:43 PM,High,
BSY010,B5 SYSTEMS,ZENENGNSVC,Running,,10d:11h:20m:48s,10d:11h:20m:14s,4194303.99902344,9/26/2023 1:48:59 PM,Low,
BUR120,"BURGER & BROWN ENGINEERING,INC",GSSCOURIER,Running,,,55d:02h:51m:54s,30792,9/26/2023 1:28:43 PM,Medium,
BUR120,"BURGER & BROWN ENGINEERING,INC",NTDBSMGR64,Running,,55d:02h:54m:26s,55d:02h:53m:55s,4194303.99902344,9/26/2023 1:28:41 PM,Low,
BUR120,"BURGER & BROWN ENGINEERING,INC",ONLINE UPDATE,Running,BBE,,55d:03h:15m:05s,197280,9/26/2023 1:51:45 PM,High,
BUR120,"BURGER & BROWN ENGINEERING,INC",SLICENSE,Running,,,55d:02h:54m:00s,6180,9/26/2023 1:28:46 PM,Low,
CAL010,"CALORIS ENGINEERING, LLC",GSS.SYSTEMINTEGRITYSERVICE,Running,,,03d:11h:07m:59s,15908,9/26/2023 1:43:13 PM,Medium,
CAL010,"CALORIS ENGINEERING, LLC",NTDBSMGR64,Running,,03d:11h:08m:37s,03d:11h:07m:56s,4194303.99902344,9/26/2023 1:43:11 PM,Low,
CAL010,"CALORIS ENGINEERING, LLC",ONLINE UPDATE,Running,CAL,,03d:11h:07m:08s,80172,9/26/2023 1:45:10 PM,High,
CAL010,"CALORIS ENGINEERING, LLC",ONLINE UPDATE,Running,STZ,,03d:10h:16m:54s,98924,9/26/2023 1:45:12 PM,High,
CAL160,"CALTECH MANUFACTURING, INC.",GSS.SYSTEMINTEGRITYSERVICE,Running,,,10d:11h:26m:14s,15228,9/26/2023 1:49:26 PM,Medium,
CAL160,"CALTECH MANUFACTURING, INC.",GSSCOURIER,Running,,,10d:11h:23m:51s,25948,9/26/2023 1:49:28 PM,Medium,
CAL160,"CALTECH MANUFACTURING, INC.",ONLINE UPDATE,Running,CAL,,10d:11h:17m:44s,70840,9/26/2023 1:43:00 PM,High,
CAL160,"CALTECH MANUFACTURING, INC.",ZENENGNSVC,Running,,10d:11h:26m:44s,10d:11h:26m:11s,4194303.99902344,9/26/2023 1:49:24 PM,Low,
CAL170,METALMASTERS MANUFACTURING LLC,GSS.SYSTEMINTEGRITYSERVICE,Running,,,17d:04h:03m:42s,17656,9/26/2023 1:09:03 PM,Medium,
CAL170,METALMASTERS MANUFACTURING LLC,GSSCOURIER,Running,,,17d:04h:01m:33s,26724,9/26/2023 1:09:05 PM,Medium,
CAL170,METALMASTERS MANUFACTURING LLC,ONLINE UPDATE,Running,CDW,,17d:04h:35m:49s,69328,9/26/2023 1:42:43 PM,High,
CAL170,METALMASTERS MANUFACTURING LLC,ZENENGNSVC,Running,,17d:04h:04m:04s,17d:04h:03m:40s,4194303.99902344,9/26/2023 1:09:01 PM,Low,
CAM030,CAMTECH CORPORATION,GSS.SYSTEMINTEGRITYSERVICE,Running,,,35d:12h:03m:38s,18056,9/26/2023 1:35:11 PM,Medium,
CAM030,CAMTECH CORPORATION,ONLINE UPDATE,Running,CAM,,32d:03h:54m:54s,127716,9/26/2023 1:46:22 PM,High,
CAM030,CAMTECH CORPORATION,ZENENGNSVC,Running,,184d:17h:44m:19s,184d:17h:46m:50s,4194303.99902344,9/26/2023 1:35:09 PM,Low,
CAR020,"CARDINAL SYSTEMS, INC.",GSS.SYSTEMINTEGRITYSERVICE,Running,,,45d:02h:50m:23s,14864,9/26/2023 1:20:04 PM,Medium,
CAR020,"CARDINAL SYSTEMS, INC.",GSSCOURIER,Running,,,07d:06h:06m:31s,31392,9/26/2023 1:20:07 PM,Medium,
CAR020,"CARDINAL SYSTEMS, INC.",ONLINE UPDATE,Running,CSI,,11d:00h:18m:30s,227088,9/26/2023 1:50:39 PM,High,
CAR020,"CARDINAL SYSTEMS, INC.",ONLINE UPDATE,Running,CUR,,11d:00h:17m:38s,85048,9/26/2023 1:50:42 PM,High,
CAR020,"CARDINAL SYSTEMS, INC.",ONLINE UPDATE,Running,FOX,,11d:00h:17m:01s,226716,9/26/2023 1:50:44 PM,High,
CAR020,"CARDINAL SYSTEMS, INC.",ONLINE UPDATE,Running,FPC,,11d:00h:16m:14s,172976,9/26/2023 1:50:47 PM,High,
CAR020,"CARDINAL SYSTEMS, INC.",ZENENGNSVC,Running,,45d:02h:51m:08s,45d:02h:50m:20s,4194303.99902344,9/26/2023 1:20:02 PM,Low,
CAR260,CAROLINA CORE MACHINE,GSSCOURIER,Running,,,10d:11h:16m:59s,19680,9/26/2023 1:40:19 PM,Medium,
CAR260,CAROLINA CORE MACHINE,ONLINE UPDATE,Running,CCM,,03d:04h:46m:09s,112112,9/26/2023 1:49:15 PM,High,
CAR260,CAROLINA CORE MACHINE,ZENENGNSVC,Running,,10d:11h:19m:37s,10d:11h:19m:05s,4194303.99902344,9/26/2023 1:40:17 PM,Low,
CEI100,VERANTIS CORPORATION,GSS.SYSTEMINTEGRITYSERVICE,Running,,,10d:11h:27m:27s,15956,9/26/2023 1:45:51 PM,Medium,
CEI100,VERANTIS CORPORATION,GSSCOURIER,Running,,,10d:11h:26m:12s,27220,9/26/2023 1:45:53 PM,Medium,
CEI100,VERANTIS CORPORATION,NTDBSMGR64,Running,,10d:11h:27m:51s,10d:11h:27m:25s,4194303.99902344,9/26/2023 1:45:48 PM,Low,
CEI100,VERANTIS CORPORATION,ONLINE UPDATE,Running,ACS,,10d:11h:22m:40s,56968,9/26/2023 1:47:51 PM,High,
CEI100,VERANTIS CORPORATION,ONLINE UPDATE,Running,FAN,,10d:11h:21m:52s,87252,9/26/2023 1:47:49 PM,High,
CEI100,VERANTIS CORPORATION,ONLINE UPDATE,Running,SYS,,10d:11h:21m:18s,57024,9/26/2023 1:47:53 PM,High,
CEN040,"CENTRAL INDUSTRIAL MANUFACTURING, INC.",GSS.SYSTEMINTEGRITYSERVICE,Running,,,07d:04h:08m:06s,17556,9/26/2023 1:12:16 PM,Medium,
CEN040,"CENTRAL INDUSTRIAL MANUFACTURING, INC.",NTDBSMGR64,Running,,06d:23h:13m:53s,06d:23h:13m:27s,3695348,9/26/2023 1:07:09 PM,Low,
CEN040,"CENTRAL INDUSTRIAL MANUFACTURING, INC.",ONLINE UPDATE,NotRunning,CIM,,00d:00h:00m:00s,-0.0009765625,9/26/2023 1:51:48 PM,High,
CEN050,CENTRAL KENTUCKY TOOL CORP,GSS.SYSTEMINTEGRITYSERVICE,Running,,,03d:11h:10m:38s,16112,9/26/2023 1:32:58 PM,Medium,
CEN050,CENTRAL KENTUCKY TOOL CORP,GSSCOURIER,Running,,,03d:11h:08m:29s,27268,9/26/2023 1:33:00 PM,Medium,
CEN050,CENTRAL KENTUCKY TOOL CORP,ONLINE UPDATE,Running,CKT,,03d:04h:43m:38s,101336,9/26/2023 1:50:11 PM,High,
CEN050,CENTRAL KENTUCKY TOOL CORP,ZENENGNSVC,Running,,03d:11h:11m:08s,03d:11h:10m:36s,4194303.99902344,9/26/2023 1:32:56 PM,Low,
CHA130,"CHAMPION HI-TECH MFG., INC",GSS.SYSTEMINTEGRITYSERVICE,Running,,,10d:11h:19m:09s,15272,9/26/2023 1:39:44 PM,Medium,
CHA130,"CHAMPION HI-TECH MFG., INC",ONLINE UPDATE,Running,CHT,,10d:11h:20m:05s,56192,9/26/2023 1:42:08 PM,High,
CHA130,"CHAMPION HI-TECH MFG., INC",ZENENGNSVC,Running,,10d:11h:19m:40s,10d:11h:19m:07s,4194303.99902344,9/26/2023 1:39:42 PM,Low,
CHE110,CHEMUNG SUPPLY CORPORATION,GSS.SYSTEMINTEGRITYSERVICE,Running,,,03d:11h:13m:18s,15552,9/26/2023 1:37:44 PM,Medium,
CHE110,CHEMUNG SUPPLY CORPORATION,GSSCOURIER,Running,,,03d:11h:11m:12s,28004,9/26/2023 1:37:46 PM,Medium,
CHE110,CHEMUNG SUPPLY CORPORATION,NTDBSMGR64,Running,,03d:11h:13m:49s,03d:11h:13m:16s,4194303.99902344,9/26/2023 1:37:42 PM,Low,
CHE110,CHEMUNG SUPPLY CORPORATION,ONLINE UPDATE,Running,CSC,,03d:11h:11m:31s,88580,9/26/2023 1:37:59 PM,High,
CHE110,CHEMUNG SUPPLY CORPORATION,SLICENSE,Running,,,03d:11h:13m:22s,5232,9/26/2023 1:37:48 PM,Low,
CHE120,CHECKMATE PRECISION CUTTING,GSS.SYSTEMINTEGRITYSERVICE,Running,,,10d:06h:27m:43s,16672,9/26/2023 1:47:51 PM,Medium,
